id,english,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
8201,elk,alce,B1,noun,"Any of various large species of deer such as the red deer, moose or wapiti (see usage notes).","Qualquer uma das várias espécies grandes de cervos, como o cervo-vermelho, alce ou wapiti (veja notas de uso).","","","pack:inedita_v5,needs_enrichment"
8202,encryption,criptografia,B1,noun,"The process of obscuring information to make it unreadable without special knowledge, key files, or passwords.","O processo de ocultar informações para torná-las ilegíveis sem conhecimento especial, arquivos-chave ou senhas.","","","pack:inedita_v5,needs_enrichment"
8205,emmanuel,emanuel,B1,,,,My friend Emmanuel is coming over tonight to watch the match.,Meu amigo Emmanuel estará aqui à noite para assistir ao jogo.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8206,elijah,elias,B1,,,,Elijah is an old friend of my family who always brings his famous empanadas to our annual barbecue.,Elija é um velho amigo da minha família que sempre traz seus famosos empanadas ao nosso barbecue anual.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8211,emigrated,emigrado,B1,verb,"To leave the country in which one lives, especially one's native country, in order to reside elsewhere.","Deixar o país em que se vive, especialmente o país natal, para residir em outro lugar.","","","pack:inedita_v5,needs_enrichment"
8213,fervent,fervoroso,B1,adjective,"Exhibiting particular enthusiasm, zeal, conviction, persistence, or belief.","Exibindo entusiasmo particular, zelo, convicção, persistência ou crença.","","","pack:inedita_v5,needs_enrichment"
8214,forlorn,desolado,B1,verb,"To abandon, forsake.","Abandonar, renunciar.","","","pack:inedita_v5,needs_enrichment"
8217,forsaken,abandonado,B1,verb,"To abandon, to give up, to leave (permanently), to renounce.","Abandonar, desistir, deixar (permanentemente), renunciar.","","","pack:inedita_v5,needs_enrichment"
8227,forage,forragem,B2,noun,"Fodder for animals, especially cattle and horses.","Ração para animais, especialmente gado e cavalos.","","","pack:inedita_v5,needs_enrichment"
8229,forcibly,forçosamente,B2,adverb,"In a forcible manner, by force, against one's will.","De maneira forçada, à força, contra a vontade de alguém.","","","pack:inedita_v5,needs_enrichment"
8239,facilitator,facilitador,B2,noun,"A person who helps a group to have an effective dialog without taking any side of the argument, especially in order to reach a consensus.","Uma pessoa que ajuda um grupo a ter um diálogo eficaz sem tomar partido em relação ao argumento, especialmente para alcançar um consenso.","","","pack:inedita_v5,needs_enrichment"
8243,ferment,fermentar,B2,noun,"Something, such as a yeast or barm, that causes fermentation.","Algo, como um fermento ou levedura, que causa a fermentação.","","","pack:inedita_v5,needs_enrichment"
8244,foundry,fundição,B2,noun,"A facility that melts metals in special furnaces and pours the molten metal into molds to make products. Foundries are usually specified according to the type of metal dealt with: iron foundry, brass foundry, etc.","Uma instalação que derrete metais em fornos especiais e despeja o metal fundido em moldes para fabricar produtos. As fundições geralmente são especificadas de acordo com o tipo de metal tratado: fundição de ferro, fundição de latão, etc.","","","pack:inedita_v5,needs_enrichment"
8246,foraging,forrageamento,B2,verb,"To search for and gather food for animals, particularly cattle and horses.","Procurar e reunir alimentos para animais, particularmente gado e cavalos.","","","pack:inedita_v5,needs_enrichment"
8247,forefathers,antepassados,B2,noun,Ancestor.Wp,,The country's history is closely tied to its forefathers and their struggles for independence.,A história do país está estrechamente ligada aos seus antepassados e às suas lutas pela independência.,"pack:inedita_v5,needs_enrichment"
8257,follicle,folículo,B2,noun,"A small cavity or sac, such as a hair follicle.","Uma pequena cavidade ou saco, como um folículo piloso.","","","pack:inedita_v5,needs_enrichment"
8258,forceps,fórceps,B2,noun,"An instrument used in surgery or medical procedures for grasping and holding objects, similar to tongs or pincers.","Um instrumento utilizado em cirurgia ou procedimentos médicos para agarrar e segurar objetos, semelhante a pinças ou alicates.","","","pack:inedita_v5,needs_enrichment"
8261,formalism,formalismo,B2,noun,"Strict adherence to a given form of conduct, practice etc.","Estrita adesão a uma determinada forma de conduta, prática etc.","","","pack:inedita_v5,needs_enrichment"
8263,follicular,folicular,B2,adjective,"Of, pertaining to, having or resembling follicles.","De, relativo a, que possui ou se assemelha a folículos.","","","pack:inedita_v5,needs_enrichment"
8267,gallant,galante,B2,adjective,"Brave, valiant.","Corajoso, valente.","","","pack:inedita_v5,needs_enrichment"
8271,grandiose,grandioso,B2,adjective,"Large and impressive, in size, scope or extent","Grande e impressionante, em tamanho, alcance ou extensão.","","","pack:inedita_v5,needs_enrichment"
8297,grimly,sombrimente,B2,adjective,"Grim-looking, grim-natured.","Com aparência sombria, de natureza sombria.","","","pack:inedita_v5,needs_enrichment"
8316,grassroots,base,C1,adjective,"Of, or relating to people or society at the local level, particularly in politics, social movements, etc.; of the grass roots.","De ou relacionado a pessoas ou sociedade em nível local, particularmente em política, movimentos sociais, etc.; das bases.","","","pack:inedita_v5,needs_enrichment"
8321,galen,galeno,C1,,,,"The museum's collection of medical artifacts featured a bronze statue of Galen, the ancient Greek physician who made significant contributions to the field.","A coleção do museu de artefatos médicos inclui uma estátua de bronze do famoso médico grego Galeno, que fez importantes contribuições ao campo.","pack:inedita_v5,dict_en_404,needs_enrichment"
8324,greenland,groenlândia,C1,,,,The BBC reported that several countries are offering assistance to Greenland due to climate change impacts.,A BBC relatório que vários países estão oferecendo assistência ao Greenlândia devido aos impactos do aquecimento global.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8326,glutathione,glutationa,C1,noun,"A tripeptide formed from glutamic acid, cysteine and glycine, that is active in many biological redox reactions","Um tripeptídeo formado por ácido glutâmico, cisteína e glicina, que é ativo em muitas reações redox biológicas.","","","pack:inedita_v5,needs_enrichment"
8329,havoc,estragos,C1,noun,"Widespread devastation, destruction","devastação generalizada, destruição","","","pack:inedita_v5,needs_enrichment"
8330,halo,auréola,C1,noun,"A circular band of coloured light, visible around the sun or moon etc., caused by reflection and refraction of light by ice crystals in the atmosphere.","Um anel circular de luz colorida, visível ao redor do sol ou da lua, etc., causado pela reflexão e refração da luz por cristais de gelo na atmosfera.","","","pack:inedita_v5,needs_enrichment"
8339,hank,novelo,C1,noun,"A coil or loop of something, especially twine, yarn, or rope.","Uma bobina ou laço de algo, especialmente corda, fio ou cordão.","","","pack:inedita_v5,needs_enrichment"
8340,hazel,avelã,C1,noun,"A tree or shrub of the genus Corylus, bearing edible nuts called hazelnuts or filberts.","Uma árvore ou arbusto do gênero Corylus, que produz nozes comestíveis chamadas avelãs ou filberts.","","","pack:inedita_v5,needs_enrichment"
8353,harden,endurecer,C1,verb,"To become hard (tough, resistant to pressure).","Tornar-se duro (forte, resistente à pressão).","","","pack:inedita_v5,needs_enrichment"
8358,hamiltonian,hamiltoniano,C2,adjective,"Of, attributed to or inspired by the Irish mathematician, astronomer and physicist William Rowan Hamilton (1805–1865).","De, atribuído a ou inspirado pelo matemático, astrônomo e físico irlandês William Rowan Hamilton (1805–1865).","","","pack:inedita_v5,needs_enrichment"
8362,indignant,indignado,C2,adjective,"Showing anger or indignation, especially at something unjust or wrong.","Mostrando raiva ou indignação, especialmente em relação a algo injusto ou errado.","","","pack:inedita_v5,needs_enrichment"
8363,inadvertently,inadvertidamente,C2,adverb,"Unintentionally, because of an oversight","Inadvertidamente, devido a uma negligência.","","","pack:inedita_v5,needs_enrichment"
8376,incur,incorrer,A1,verb,"To bring upon oneself or expose oneself to, especially something inconvenient, harmful, or onerous; to become liable or subject to","Incorrer em algo, especialmente algo inconveniente, prejudicial ou oneroso; tornar-se responsável ou sujeito a.","","","pack:inedita_v5,needs_enrichment"
8400,inset,inserção,A1,noun,"A smaller thing set into a larger thing, such as a small picture inside a larger one.","Uma coisa menor inserida em uma coisa maior, como uma pequena imagem dentro de uma maior.","","","pack:inedita_v5,needs_enrichment"
8416,indemnity,indenização,A1,noun,"Security from damage, loss, or penalty.","Segurança contra danos, perdas ou penalidades.","","","pack:inedita_v5,needs_enrichment"
8418,interlude,interlúdio,A1,noun,"An intervening episode, etc.","Um episódio interveniente, etc.","","","pack:inedita_v5,needs_enrichment"
8420,inconvenient,inconveniente,A1,noun,"An inconsistency, an incongruity.","Uma inconsistência, uma incongruência.","","","pack:inedita_v5,needs_enrichment"
8421,intelligentsia,intelectualidade,A1,noun,"The intellectual élite of a society (especially in nineteenth-century Poland, in Russia and later the Soviet Union).","A elite intelectual de uma sociedade (especialmente na Polônia do século XIX, na Rússia e posteriormente na União Soviética).","","","pack:inedita_v5,needs_enrichment"
8436,innervation,inervação,A1,noun,,,The doctor explained that the patient's poor reflexes were due to damage to her innervation.,O médico explicou que os reflexos pobres do paciente eram devido à danificação da sua inervação.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8440,interpolation,interpolação,A1,noun,"An abrupt change in elements, with continuation of the first idea.","Uma mudança abrupta nos elementos, com a continuação da primeira ideia.","","","pack:inedita_v5,needs_enrichment"
8448,judicious,judicioso,A1,adjective,"Having, characterized by, or done with good judgment or sound thinking.","Tendo, caracterizado por, ou feito com bom julgamento ou raciocínio sólido.","","","pack:inedita_v5,needs_enrichment"
8455,jubilee,jubileu,A1,noun,"(Jewish history) A special year of emancipation supposed to be kept every fifty years, when farming was abandoned and Hebrew slaves were set free.","Um ano especial de emancipação que deveria ser celebrado a cada cinquenta anos, quando a agricultura era abandonada e os escravos hebreus eram libertados.","","","pack:inedita_v5,needs_enrichment"
8463,jaundice,icterícia,A2,noun,"A morbid condition, characterized by yellowness of the eyes, skin, and urine.","Uma condição mórbida, caracterizada pela amarelidão dos olhos, da pele e da urina.","","","pack:inedita_v5,needs_enrichment"
8465,jehovah,Jeová,A2,,,,"I couldn't find any information on the word ""Jehovah"" being used in natural English sentences due to its uniqueness and limited use. However, I can provide a sentence that uses a related concept:","Não encontrei informações sobre o uso do termo ""Jehovah"" em frases de inglês naturais devido à sua unicidade e uso limitado, no entanto posso fornecer uma frase relacionada: O conceito é usado por muitas religiões para se referir ao Pai dos Deus.","pack:inedita_v5,dict_en_404,needs_enrichment"
8468,juliet,julieta,A2,,,,Juliet is my friend's daughter and she loves to play soccer outside.,Juliet é a filha da amiga e ela gosta muito de jogar futebol fora de casa.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8469,jonah,jonas,A2,,,,Jonah helped his friends move into their new house.,Jonah ajudou seus amigos a mudar para sua nova casa.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8473,jewry,judaísmo,A2,,,,The old jewry on the corner of the street was now a popular spot for artists to showcase their work.,O velho jardim no canto da rua agora é um local popular para os artistas mostrar seu trabalho.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8476,justifications,justificativas,A2,noun,"A reason, explanation, or excuse which provides convincing, morally acceptable support for behavior or for a belief or occurrence.","Uma razão, explicação ou desculpa que fornece um suporte convincente e moralmente aceitável para um comportamento, crença ou ocorrência.","","","pack:inedita_v5,needs_enrichment"
8477,jeep,jip,A2,noun,"A small, blocky, military-style vehicle with four-wheel drive, suited to rough terrain.","Um pequeno veículo militar em estilo bloco com tração nas quatro rodas, adequado para terrenos acidentados.","","","pack:inedita_v5,needs_enrichment"
8478,jute,juta,A2,noun,"The coarse, strong fiber of the East Indian plants, Corchorus olitorius and Corchorus capsularis, used to make mats, paper, gunny cloth etc.","A fibra grossa e resistente das plantas indianas orientais, Corchorus olitorius e Corchorus capsularis, utilizada para fazer tapetes, papel, tecido de juta, etc.","","","pack:inedita_v5,needs_enrichment"
8479,jain,jaina,A2,,,,She followed a jain diet and avoided eating after sunset.,Ela seguiu uma dieta jainista e evitava comer após o pôr do sol.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8480,jun,junho,A2,noun,"A monetary unit of North Korea and formerly of South Korea, equal to one hundredth of a won.","Uma unidade monetária da Coreia do Norte e anteriormente da Coreia do Sul, equivalente a um centésimo de um won.","","","pack:inedita_v5,needs_enrichment"
8482,javanese,javanês,A2,adjective,,,The English teacher asked her Javanese students to share their favorite traditional dances from home.,A professora de inglês pediu que os estudantes javaneses compartilhassem seus dançarinos tradicionais favoritos em casa.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8483,jakarta,Jacarta,A2,,,,"I couldn't find any natural English example sentences that use the exact word ""Jakarta"". However, I can suggest a possible sentence:","Não encontrei nenhum exemplo de sentença em inglês natural que utilize a palavra exata ""Jakarta"", mas posso sugerir uma possível frase:","pack:inedita_v5,dict_en_404,needs_enrichment"
8484,jackets,jaquetas,A2,noun,"A piece of clothing worn on the upper body outside a shirt or blouse, often waist length to thigh length.","Uma peça de roupa usada na parte superior do corpo, por cima de uma camisa ou blusa, frequentemente com comprimento que vai da cintura até a coxa.","","","pack:inedita_v5,needs_enrichment"
8488,kite,pipa,A2,,,,The children ran to catch their kite on the beach.,Os filhos correram até pegar seu vela na praia.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8495,kemp,cabelo áspero,A2,noun,"Coarse, rough hair, wool, or fur; (in the plural) knotty hairs that will not felt.","Cabelo áspero, rugoso, lã ou pelo; (no plural) pelos nodosos que não vão feltar.","","","pack:inedita_v5,needs_enrichment"
8496,kibbutz,kibutz,A2,noun,"A community, usually an agricultural one in Israel, based on a high level of social and economical sharing, equality, direct democracy and tight social relations.","Uma comunidade, geralmente agrícola, em Israel, baseada em um alto nível de compartilhamento social e econômico, igualdade, democracia direta e relações sociais estreitas.","","","pack:inedita_v5,needs_enrichment"
8503,keynesian,keynesiano,A2,adjective,,,The politician's new economic policy is based on Keynesian ideas to stimulate growth and reduce unemployment.,A nova política econômica do político se baseia em ideias keynesianas para estimular o crescimento e reduzir desemprego.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8508,katharine,catarina,A2,,,,Katharine is a good friend of my sister's.,Katharine é uma boa amiga da minha irmã.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8510,lament,lamentar,B1,noun,"An expression of grief, suffering, sadness or regret.","Uma expressão de luto, sofrimento, tristeza ou arrependimento.","","","pack:inedita_v5,needs_enrichment"
8511,lush,luxuriante,B1,adjective,"Juicy, succulent.","Suculento, tenro.","","","pack:inedita_v5,needs_enrichment"
8520,labyrinth,labirinto,B1,noun,"A maze-like structure built by Daedalus in Knossos, containing the Minotaur.","Uma estrutura labiríntica construída por Dédalo em Cnossos, contendo o Minotauro.","","","pack:inedita_v5,needs_enrichment"
8527,lavender,lavanda,B1,noun,"Any of a group of European plants, genus, Lavandula, of the mint family.","Qualquer planta de um grupo europeu, gênero Lavandula, da família das mentas.","","","pack:inedita_v5,needs_enrichment"
8531,lazarus,lázaro,B1,,,,The legend of Lazarus is often told to illustrate Jesus' power over life and death in a biblical parable.,A lenda de Lazarus é frequentemente contada para ilustrar o poder de Jesus sobre vida e morte em uma parábola bíblica.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8538,larynx,laringe,B1,noun,"An organ of the neck of mammals situated just below where the tract of the pharynx splits into the trachea and the oesophagus (or esophagus). It is involved in breath control and protection of the trachea, and, because it houses the vocal cords, sound production.","Um órgão do pescoço dos mamíferos situado logo abaixo de onde o trato do faringe se divide na traqueia e no esôfago. Está envolvido no controle da respiração e na proteção da traqueia e, por abrigar as cordas vocais, na produção de som.","","","pack:inedita_v5,needs_enrichment"
8539,lupus,lúpus,B1,noun,"Any of a number of autoimmune diseases, the most common of which is systemic lupus erythematosus.","Qualquer uma de várias doenças autoimunes, sendo a mais comum o lúpus eritematoso sistêmico.","","","pack:inedita_v5,needs_enrichment"
8543,laborer,trabalhador,B1,noun,"One who uses body strength instead of intellectual power to earn a wage, usually hourly.","Aquele que usa a força física em vez do poder intelectual para ganhar um salário, geralmente por hora.","","","pack:inedita_v5,needs_enrichment"
8546,lubrication,lubrificação,B1,noun,"The application of a substance (a lubricant), between moving surfaces in contact in order to reduce friction and minimize heating.","A aplicação de uma substância (um lubrificante) entre superfícies em movimento em contato, a fim de reduzir o atrito e minimizar o aquecimento.","","","pack:inedita_v5,needs_enrichment"
8548,laissez,deixar,B1,,,,She politely asked her roommate to laissez the music play louder so they could have a better time.,Ela perguntou educadamente ao seu vizinho de quarto para que a música tocasse mais alto assim eles pudessem ter um tempo melhor.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8552,malaise,mal-estar,B1,noun,"A feeling of general bodily discomfort, fatigue or unpleasantness, often at the onset of illness.","Uma sensação de desconforto corporal geral, fadiga ou desconforto, muitas vezes no início de uma doença.","","","pack:inedita_v5,needs_enrichment"
8558,metamorphosis,metamorfose,B1,noun,"A transformation, such as one performed by magic.","Uma transformação, como a realizada por magia.","","","pack:inedita_v5,needs_enrichment"
8559,meagre,escasso,B1,noun,"Argyrosomus regius, an edible fish of the family Sciaenidae.","Argyrosomus regius, um peixe comestível da família Sciaenidae.","","","pack:inedita_v5,needs_enrichment"
8560,melodic,melódico,B1,adjective,"Of, relating to, or having melody.","De, relacionado a, ou tendo melodia.","","","pack:inedita_v5,needs_enrichment"
8566,mecca,meca,B1,,,,"Many tourists visit Saudi Arabia's holy city of Medina, which is often referred to as the spiritual Mecca of Islam.",Muitos turistas visitam a cidade sagrada de Meca no Iêmen.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8569,medulla,medula,B1,noun,"The soft inner part of something, especially the pith of a fruit.","A parte interna macia de algo, especialmente a polpa de uma fruta.","","","pack:inedita_v5,needs_enrichment"
8575,messianic,messianico,B1,adjective,"Of, relating to, or resembling a messiah or the Messiah.",Messiânico.,"","","pack:inedita_v5,needs_enrichment"
8576,mercenaries,mercenários,B1,noun,"One motivated by gain, especially monetary.","Um motivado pelo ganho, especialmente monetário.","","","pack:inedita_v5,needs_enrichment"
8577,metastasis,metástase,B1,noun,"A change in nature, form, or quality.","Uma mudança na natureza, forma ou qualidade.","","","pack:inedita_v5,needs_enrichment"
8578,merlin,merlim,B1,noun,"A small falcon, Falco columbarius, that breeds in northern North America, Europe, and Asia.","Um pequeno falcão, Falco columbarius, que se reproduz no norte da América do Norte, Europa e Ásia.","","","pack:inedita_v5,needs_enrichment"
8580,medici,médici,B1,,,,The Medici family played a significant role in sponsoring artists during the Italian Renaissance.,A família Medici desempenhou um papel significativo no financiamento de artistas durante o Renascimento italiano.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8584,mer,mar,B2,noun,A repeat unit: a structural unit which through repetition forms a polymer.,"Uma unidade repetitiva: uma unidade estrutural que, através da repetição, forma um polímero.","","","pack:inedita_v5,needs_enrichment"
8585,medullary,medular,B2,adjective,"Pertaining to, consisting of, or resembling, marrow or medulla","Pertencente a, consistindo em, ou semelhante a, medula ou medula óssea.","","","pack:inedita_v5,needs_enrichment"
8586,mesenteric,mesentérico,B2,adjective,,,A surgeon specializing in abdominal surgery often has expertise in mesenteric anatomy and its relation to blood flow.,Um cirurgião especializado em cirurgia abdominal frequentemente possui expertise em anatomia mesentérica e sua relação com o fluxo sanguíneo.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8590,menstruation,menstruação,B2,noun,"The periodic discharging of the menses, the flow of blood and cells from the lining of the uterus in unfertilized females of humans and other primates.","A descarga periódica da menstruação, o fluxo de sangue e células do revestimento do útero em fêmeas não fertilizadas de humanos e outros primatas.","","","pack:inedita_v5,needs_enrichment"
8591,mesopotamia,Mesopotâmia,B2,,,,"The archaeologist spent years studying the ancient civilizations of Mesopotamia, fascinated by the sophisticated irrigation systems that supported its early cities.","O arqueólogo passou anos estudando as antigas civilizações da Mesopotâmia, fascinado pelas complexas sistemas de irrigação que apoiavam suas cidades primitivas.","pack:inedita_v5,dict_en_404,needs_enrichment"
8592,malawi,malaui,B2,,,,The tourist guide told us that the scenic flight over Lake Malawi would be a breathtaking experience.,O guia de turismo nos disse que uma viagem em avião ao redor do Lago Malawi seria uma experiência incrível.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8595,metallurgical,metalúrgico,B2,adjective,,,The company's metallurgical division was responsible for producing materials used in the construction of high-performance vehicles.,A divisão metallúrgica da empresa era responsável por produzir materiais usados na construção de veículos de alta performance.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8604,negligent,negligente,B2,adjective,"Careless, without appropriate or sufficient attention.","Descuidado, sem atenção apropriada ou suficiente.","","","pack:inedita_v5,needs_enrichment"
8605,nomadic,nômade,B2,adjective,"Of or relating to nomads, whether","De ou relacionado a nômades, seja","","","pack:inedita_v5,needs_enrichment"
8610,neurosis,neurose,B2,noun,"A mental disorder, less severe than psychosis, marked by anxiety or fear which differ from normal measures by their intensity, which disorder results from a failure to compromise or properly adjust during the developmental stages of life, between normal human instinctual impulses and the demands of human society.","Um transtorno mental, menos severo que a psicose, marcado por ansiedade ou medo que diferem das medidas normais pela sua intensidade, que resulta de uma falha em comprometer-se ou ajustar-se adequadamente durante as etapas de desenvolvimento da vida, entre os impulsos instintivos humanos normais e as demandas da sociedade humana.","","","pack:inedita_v5,needs_enrichment"
8613,necrotic,necrótico,B2,adjective,,,The necrotic tissue from the wound was carefully removed by the surgeon.,O tecido necótico da lesão foi cuidadosamente removido pelo cirurgião.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8618,normalization,normalização,B2,noun,"Any process that makes something more normal or regular, which typically means conforming to some regularity or rule, or returning from some state of abnormality.","Qualquer processo que torna algo mais normal ou regular, o que geralmente significa conformar-se a alguma regularidade ou regra, ou retornar de algum estado de anormalidade.","","","pack:inedita_v5,needs_enrichment"
8619,nodding,acenando,B2,verb,"To incline the head up and down, as to indicate agreement.","Inclinar a cabeça para cima e para baixo, como para indicar concordância.","","","pack:inedita_v5,needs_enrichment"
8622,nouveau,novo,B2,adjective,"New, fashionable.","Novo, na moda.","","","pack:inedita_v5,needs_enrichment"
8626,nozzle,bico,B2,noun,"A short tube, usually tapering, forming the vent of a hose or pipe.","Um tubo curto, geralmente afunilado, formando a saída de uma mangueira ou tubo.","","","pack:inedita_v5,needs_enrichment"
8631,neoplastic,neoplásico,B2,adjective,"Of or relating to a neoplasm, neoplasty or neoplasia","De ou relacionado a um neoplasma, neoplastia ou neoplasia.","","","pack:inedita_v5,needs_enrichment"
8633,neurotransmitter,neurotransmissor,B2,noun,"Any substance, such as acetylcholine or dopamine, responsible for sending nerve signals across a synapse between two neurons.","Qualquer substância, como a acetilcolina ou a dopamina, responsável por enviar sinais nervosos através de uma sinapse entre dois neurônios.","","","pack:inedita_v5,needs_enrichment"
8636,normandy,normandia,B2,,,,"The museum exhibit showcased a collection of artifacts from Normandy, including photographs and letters from American soldiers during World War II.","O museu apresentou uma coleção de artefatos da Normandia, incluindo fotos e cartas de soldados americanos durante a Segunda Guerra Mundial.","pack:inedita_v5,dict_en_404,needs_enrichment"
8642,obstinate,teimoso,B2,adjective,"Stubbornly adhering to an opinion, purpose, or course, usually with implied unreasonableness; persistent.","Teimosamente aderindo a uma opinião, propósito ou curso, geralmente com uma irracionalidade implícita; persistente.","","","pack:inedita_v5,needs_enrichment"
8654,ordnance,munição,C1,noun,"Military equipment, especially weapons and ammunition.","Equipamentos militares, especialmente armas e munições.","","","pack:inedita_v5,needs_enrichment"
8656,obligated,obrigado,C1,verb,"To bind, compel, constrain, or oblige by a social, legal, or moral tie.","Vincular, compelir, restringir ou obrigar por um laço social, legal ou moral.","","","pack:inedita_v5,needs_enrichment"
8658,ordinate,ordenada,C1,noun,"The second of the two terms by which a point is referred to, in a system of fixed rectilinear coordinate (Cartesian coordinate) axes.","O segundo dos dois termos pelos quais um ponto é referido, em um sistema de eixos de coordenadas retas fixas (coordenadas cartesianas).","","","pack:inedita_v5,needs_enrichment"
8672,obituary,obituário,C1,noun,"A brief notice of a person’s death, as published in a newspaper.","Um aviso breve sobre a morte de uma pessoa, publicado em um jornal.","","","pack:inedita_v5,needs_enrichment"
8676,otter,lontra,C1,noun,"An aquatic or marine carnivorous mammal in the subfamily Lutrinae of the family Mustelidae, which also includes weasels, polecats, badgers, and others.","Um mamífero carnívoro aquático ou marinho da subfamília Lutrinae da família Mustelidae, que também inclui doninhas, fuinhas, texugos e outros.","","","pack:inedita_v5,needs_enrichment"
8677,overland,terrestre,C1,noun,"(travel) a trip by land between the UK and the Indian Sub-continent or Australia, or between the UK and South Africa.","uma viagem por terra entre o Reino Unido e o subcontinente indiano ou a Austrália, ou entre o Reino Unido e a África do Sul.","","","pack:inedita_v5,needs_enrichment"
8685,ophthalmology,oftalmologia,C1,noun,"The anatomy, functions, pathology, and treatment of the eye.","A anatomia, funções, patologia e tratamento do olho.","","","pack:inedita_v5,needs_enrichment"
8691,origen,origem,C1,verb,,,"While studying the history of her family, she became interested in the origen of their ancestral village's traditions.","Durante os estudos sobre a história de sua família, ela se interessou pela origem das tradições do vilarejo ancestral da sua família.","pack:inedita_v5,dict_en_404,needs_enrichment"
8706,potentiality,potencialidade,C1,noun,"The quality of being, or having potential.","A qualidade de ser, ou ter potencial.","","","pack:inedita_v5,needs_enrichment"
8718,posterity,posteridade,C2,noun,"All the future generations, especially the descendants of a specific person.","Todas as gerações futuras, especialmente os descendentes de uma pessoa específica.","","","pack:inedita_v5,needs_enrichment"
8720,porosity,porosidade,C2,noun,,,The company's engineers studied the material's porosity to determine its potential applications in construction and filtration systems.,Os engenheiros da empresa estudaram a porosidade do material para determinar suas potenciais aplicações em sistemas de construção e filtração.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8727,pluto,Plutão,C2,,,,The amateur astronomer spent hours searching the night sky for a glimpse of Pluto.,O astrônomo amador passou horas procurando pelo céu da noite uma visão de Plutão.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8729,postpone,adiar,C2,verb,"To delay or put off an event, appointment etc.","adiar um evento, compromisso etc.","","","pack:inedita_v5,needs_enrichment"
8734,posteriorly,posteriormente,C2,adverb,,,The doctor told her to stand posteriorly to examine the affected area more closely.,O médico pediu que ela se colocasse de costas para examinar melhor a área afetada.,"pack:inedita_v5,dict_en_404,needs_enrichment"
8736,potentialities,potencialidades,C2,noun,"The quality of being, or having potential.","A qualidade de ser, ou ter potencial.","","","pack:inedita_v5,needs_enrichment"
8739,positivism,positivismo,A1,noun,"A doctrine that states that the only authentic knowledge is scientific knowledge, and that such knowledge can only come from positive affirmation of theories through strict scientific method, refusing every form of metaphysics.","Uma doutrina que afirma que o único conhecimento autêntico é o conhecimento científico, e que tal conhecimento só pode vir da afirmação positiva de teorias por meio de um rigoroso método científico, recusando toda forma de metafísica.","","","pack:inedita_v5,needs_enrichment"
8746,postscript,Pós-escrito,A1,noun,"An addendum to a letter, added after the author's signature.","Um adendo a uma carta, adicionado após a assinatura do autor.","","","pack:inedita_v5,needs_enrichment"
8748,pleistocene,pleistoceno,A1,,,,"The museum had a fascinating exhibit on the ancient Ice Age, showing artifacts from the Pleistocene era.","O museu tinha uma exibição fascinante sobre a Idade Gélida antiga, mostrando artefatos do período Pleistoceno.","pack:inedita_v5,needs_enrichment"
8755,pont,ponte,A1,,,,Ela precisava comprar um novo pont para a sua bicicleta.,Ela precisava comprar um novo pneu para a sua bicicleta.,"pack:inedita_v5,needs_enrichment,dict_en_404"
8756,quaint,pitoresco,A1,adjective,"Of a person: cunning, crafty.","astuto, sagaz.","","","pack:inedita_v5,needs_enrichment"
8776,quran,Alcorão,A1,,,,She opened her Alcorão to read about Ramadan and found a passage that reminded her of the Quran.,Ela abriu seu Alcorão para ler sobre Ramadã e encontrou uma passagem que lhe lembrava da Escrita Santa.,"pack:inedita_v5,needs_enrichment"
8778,quadratic,quadrático,A1,noun,"A quadratic polynomial, function or equation.","Um polinômio quadrático, função ou equação.","","","pack:inedita_v5,needs_enrichment"
8779,quam,quanto,A1,,,"""Quam"" é uma palavra que significa ""como"" em latim, usada para comparar coisas.","My cat is bigger than my dog, but my dog is faster quam my cat.","Meu gato é maior que meu cachorro, mas meu cachorro é mais rápido que meu gato.","pack:inedita_v5,needs_enrichment,dict_en_404"
8782,qur'an,Alcorão,A1,,,,She is studying Islam and has read many books about the Qur'an.,Ela está estudando o Islã e leu muitos livros sobre o Alcorão.,"pack:inedita_v5,needs_enrichment,dict_en_404"
